did,handle,avatar,description,display_name,created_at,indexed_at,followers_count,region
did:plc:ybgdrhv6yucoygebyovsu2ba,10wataru.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ybgdrhv6yucoygebyovsu2ba/bafkreifdt46milpceyvlpnv62o4xdsf6bilno3dkn2fw3qib2adhriqwne@jpeg,Naturalized Japanese Dutch guy from Michigan via San Francisco. Car-free Tokyo resident since 1978. Thriving on a mammal-free diet for 50+ years; still translating in my 80s. Was @wataruen on the Xitter,Tenkawa Wataru,2024-09-04T10:11:11.564Z,2024-11-12T23:27:54.644Z,644,
did:plc:zomeqs4bqda55dzbbsrtnw2o,spanishlifestyle.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:zomeqs4bqda55dzbbsrtnw2o/bafkreiezjknvum37dg3f66nfvipmzadpyc24ofpgevme2bynnild2pdnx4@jpeg,,,2024-11-16T22:56:22.573Z,2024-11-18T19:06:41.579Z,32,
did:plc:3cuxxk63f7ysbe2hdpywspfj,sheepmum.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3cuxxk63f7ysbe2hdpywspfj/bafkreihekanbfndbcrtwromlii7vkvbuq255afyhlxd4bywtfxogmzn524@jpeg,"She/her, Mutter von 3, Herzensangelegenheiten: Soziale Arbeit, psychische Gesundheit,  Biodiversität, Boden,  Natur- und Tierschutz,
Politik für alle, ",Christina,2023-12-04T06:39:41.059Z,2024-01-26T03:18:49.901Z,39,
did:plc:j3bwwkuh6pmydupvefzktiyr,inema69.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:j3bwwkuh6pmydupvefzktiyr/bafkreibu442qlyw67xxonfb45hkychyd46vz7ov574z3lsszuqwr6j52ny@jpeg,"Humanist, Nature Lover, Artist, Europhile, Sentient being, Thinker, Bilingual, Reader of books, Sacred Female, Stoic, World traveler",IneMa,2024-11-16T12:58:18.605Z,2024-11-21T06:45:37.533Z,587,
did:plc:wmbk3koo4ieqdyetusuyzy7k,gwmck77.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:wmbk3koo4ieqdyetusuyzy7k/bafkreid4nlcbw7eluq3nta6hmjak3j2igqrnab42zk2mcb3elenprziqyi@jpeg,"Proud Canadian 🇨🇦, dog lover, 🏳️‍🌈, believer in science, educator and a little obsessed with international politics.

Ottawa",Garrett McKenzie,2024-11-11T22:39:14.050Z,2024-11-19T14:12:49.238Z,334,
did:plc:paiqrwm25qaty4pwjxypkekf,notfemme.bsky.social,,,,2023-11-09T23:40:17.410Z,0001-01-01T00:00:00.000Z,131,
did:plc:khssxrydvcapbp23tqkr7qpn,lovekat41.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:khssxrydvcapbp23tqkr7qpn/bafkreicnt7hvfoh2j4ghyekxd5o7gkr7l6og5jxefcvydmufeapyvngwxe@jpeg,Pro-democracy💙Anti-fascist💙She/Her who is NOT going back💙Pro-LBGTQ+💙Animal lover💙Advocate for 🟰rights 🇺🇸🇺🇦,LoveKat,2024-10-20T03:59:17.742Z,2024-11-15T18:00:39.366Z,4488,
did:plc:4hnsn3gozxuvva4omrmkw4zr,jabricole.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4hnsn3gozxuvva4omrmkw4zr/bafkreigz6kystl5y6rq73x6is5j5pesvria7evrojijfftdtm555nyk2rm@jpeg,,,2024-11-12T04:44:02.142Z,2024-11-12T04:44:02.142Z,215,
did:plc:rey4kzbwfzfdyfbvvpec4e5n,sevinccoskun.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:rey4kzbwfzfdyfbvvpec4e5n/bafkreihucsnomui4mi5bnc2zpf52ttttieoadmh6avzqibsbjp4qms2lga@jpeg,vakit buldukça uyuyorum.,sevcoş,2023-06-22T16:26:36.338Z,2024-11-22T20:44:35.614Z,100,
did:plc:n3vpspzli3e6p2w6gwpoxenz,ccbaxter1968.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:n3vpspzli3e6p2w6gwpoxenz/bafkreia2uxzsc46md64xaibysqpekv2trusahgcdoug6jurt7sps6cla44@jpeg,"He/Him, ME/Egyptian History, political economy, PhD Student at UCSB, podcasts about film at http://politicsofcinema.libsyn.com",Isaac PM,2024-04-11T04:25:37.796Z,2024-08-20T04:31:20.220Z,90,
did:plc:3urgbw4jlcciy5cc4m6kjhci,itchingforfight.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3urgbw4jlcciy5cc4m6kjhci/bafkreige5mzsbrqjzhdnib4rnfy2wk7nmj5ptonkyfzgudruismcsnbm3e@jpeg,,,2024-10-24T00:10:58.347Z,2024-11-27T09:42:48.108Z,34,
did:plc:mcezimilea2e47svn74frdvb,refikimo.bsky.social,,,,2023-12-27T06:55:17.037Z,0001-01-01T00:00:00.000Z,119,
did:plc:ldqy3ougrkxtlitplzci6e7b,jnkatz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ldqy3ougrkxtlitplzci6e7b/bafkreifvs5ku5lmk3r5pmff5yolpx4odi5rvh2anrrbpczthzkesjqh7sa@jpeg,Professor at Caltech. Social Sciences and Statistics.,Jonathan N. Katz,2023-08-22T03:43:14.864Z,2024-01-26T00:12:28.360Z,1188,
did:plc:frhnniq6eappewev5jwh7u4g,missdiana23.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:frhnniq6eappewev5jwh7u4g/bafkreied5zkmfyjuflkigkum4x6h5tfusig7jslh6vnk64v3plrb5k2ei4@jpeg,,,2024-11-15T19:10:44.868Z,2024-11-15T19:10:44.868Z,46,
did:plc:hxjvmdiftitqejh3zov5brw5,paulmack13.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:hxjvmdiftitqejh3zov5brw5/bafkreiczi2whi5yh5zef6lq4bjyj2kbhsznbee5e533wk4lfpjv2pihvqu@jpeg,,,2024-11-14T02:27:30.117Z,2024-11-14T02:27:30.117Z,8,
did:plc:qhovxka6blggzp6wgn2aakv4,tuomasmarkkula.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qhovxka6blggzp6wgn2aakv4/bafkreid3qxheibm4a37lcxz6fxsrzl2riu22npwcbfswwzpalglyo4rntu@jpeg,On 2024-2025 job market. Econ PhD Candidate at Aalto University working on empirical IO and health economics. http://tuomasmarkkula.github.io,Tuomas Markkula,2023-11-06T11:14:43.694Z,2024-11-11T14:38:23.123Z,327,
did:plc:cxge66chups5l26kjtyw2qh4,platanomics.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cxge66chups5l26kjtyw2qh4/bafkreiejhe3vcntwsbncnzbv56xjxvcwe7dsxkjphnndcvyuponznv62ym@jpeg,Assistant Prof of Economics. University of Utah. Dominican New Yorker. Development (macro)economist.,Francisco Perez,2024-11-13T06:25:30.220Z,2024-11-18T16:52:08.882Z,217,
did:plc:y3hfcfh3kc4h33dsqsiefwcu,tinarino24.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:y3hfcfh3kc4h33dsqsiefwcu/bafkreiffthffeg63icq3wftkk7h27z5oelcdlug7aekgkgrsre2xqxz6pa@jpeg,,,2024-11-14T23:07:04.371Z,2024-11-14T23:07:04.371Z,21,
did:plc:aocbf73aqrspb7desxbmdkno,eminedeniz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:aocbf73aqrspb7desxbmdkno/bafkreifho43nnjzxmehb4w4lp3oi2lnfka2q7mjrksavmh2xfkkx6aein4@jpeg,"Dr. Emine Deniz. PE of development and conflict, nerding out about state-business relationships and markets. Professor at Sabanci University. Posts in Turkish and English.",Emine Deniz,2023-06-22T16:50:00.613Z,2024-11-25T11:22:35.208Z,459,
did:plc:uv5mqxg2q3rg6e5mzdcsdgpt,elenaescalanteb.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:uv5mqxg2q3rg6e5mzdcsdgpt/bafkreigexujjff347mgjz5yj7ddshekb27jgkzgaktmcya545k6jll3seu@jpeg,Marie Skłodowska-Curie Fellow at Arena | Previously: @Sydney_Uni @SciencesPo_CEE @UAntwerpen | Exploring EU politicisation in competition/trade policies.,Elena Escalante-Block,2024-11-14T15:48:53.259Z,2024-11-16T09:32:38.414Z,80,
did:plc:istltol5t6dhhahaouu5mfwm,gtlegalenglish.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:istltol5t6dhhahaouu5mfwm/bafkreig2x3k4nhseqcgxxpaonpmxofhfuwecywqjnbxaljwewyhtlhijr4@jpeg,"Legal English prof for GeorgetownLaw LLMs & USLawEssentials.com. Ukraine supporter. Editor of the GeorgetownLegalEnglishBlog (georgetown.legalenglish.domains) & JETwit.com. Legal English community leader, ultimate frisbee player & JET Alum;",Stephen Horowitz,2023-10-16T17:29:04.806Z,2024-11-19T01:17:22.638Z,760,
did:plc:xxigmaj4j7semjqlvo2ao5mm,paul-stubbs.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xxigmaj4j7semjqlvo2ao5mm/bafkreihn6jjtyp2veabjzwnqiccw3m5i34floetipsu4oxt2dwchlnujr4@jpeg,Gramscian Sociologist Working on the New International Economic Order and Non Alignment Cricket umpire Liverpool fan Shy and Retiring,Paul Stubbs,2024-11-16T17:32:07.423Z,2024-11-19T06:39:25.538Z,319,
did:plc:xfzbqskmpkim6trfduwcizt3,catogu49.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xfzbqskmpkim6trfduwcizt3/bafkreic7smoakh76itnjbvoh4sitdso7np2l2fuei35rnj7w2ylvimnywy@jpeg,,,2024-11-14T03:57:48.414Z,2024-11-14T03:57:48.414Z,14,
did:plc:fsgbub7ljcb2bgl662bvign3,mmmmm128.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:fsgbub7ljcb2bgl662bvign3/bafkreieqb67dllfgcvj3yuqw6barm2capxj6uazrmvtcsuq6nxoxwxkubm@jpeg,,,2024-11-22T07:19:52.215Z,2024-11-22T11:50:42.415Z,23,
did:plc:xcupc5wusad6cjgsu6e6jdsm,liamj47.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xcupc5wusad6cjgsu6e6jdsm/bafkreicq4jugdxy4je5pf6r552jstxbce2gpv54j4xbs5ywhcvrg3ev3ba@jpeg,"Labor historian. Political biographer. Star Wars prequels admirer. Author of 'Becoming John Curtin and James Scullin'. My substack ""Maintain Your Rage"" focuses on Australian political history: https://byrnel.substack.com/",Liam Byrne,2023-09-14T11:32:42.530Z,2024-01-26T01:26:29.828Z,154,
did:plc:lhvmiu35z3cqnirv75dp2iya,shehabchowdhury.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:lhvmiu35z3cqnirv75dp2iya/bafkreiftynt5gpuhuubiwtkpus2k2rbjwjjblcat5jbn2tpqtomq4z54zy@jpeg,"Storyteller and poet from Brooklyn to beyond. 

Equity and Racial Justice | Co-chair @bappnyc | co-founder Sabr",,2024-11-16T17:39:30.905Z,2024-11-17T12:46:05.974Z,18,
did:plc:cj5n2hpgfqhdudwqce2eijiv,davepasquale.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cj5n2hpgfqhdudwqce2eijiv/bafkreifqlpphzyhtj3s4gvxeupolmoerxjc5ukfnlwyjlb245d4dee7uce@jpeg,Retiring-Redleg. Lover of Boston Sports—and the em dash. Father to two teenagers and two cats.,Dave,2024-11-13T15:29:03.015Z,2024-11-28T13:06:30.708Z,28,
did:plc:ly3wnbf3kshczeuf5nb52d6c,phronimoss.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ly3wnbf3kshczeuf5nb52d6c/bafkreidnpfmsswmkbpmoip7ldjlyb4vmhqopijgqbtcmcgu46grx3vjsou@jpeg,,Phronimoss RIP DMX,2024-11-15T04:48:32.476Z,2024-11-18T15:10:51.580Z,32,
did:plc:k5uv7x5valsyco7ty4qbxcgr,devrimyavuz.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:k5uv7x5valsyco7ty4qbxcgr/bafkreibdv42m3u2xr6akbhc7zhho6qx4xrkpxr37zdykva6ywgnq74jxku@jpeg,"Sociologist @CUNY @
Lehman College, author of Democracy and Capitalism in Turkey, currently spending savings from quitting smoking on records, films and olive oil",Devrim Yavuz ,2023-09-22T13:04:47.479Z,2024-11-14T21:59:54.078Z,1956,
did:plc:chz5tvcvn7cvefp2edudzd25,tismejanie.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:chz5tvcvn7cvefp2edudzd25/bafkreifqrcjatyzopumuf3w75er4abhfgjrvqewnirkm7qbbcp6jolqsly@jpeg,trying to make tech a bit more responsible / cryptography and governance / ex unicef consensys the fund audacious project vanderbilt (she/her),,2024-11-14T23:17:01.174Z,2024-11-15T22:57:23.465Z,339,
did:plc:g4bczqbrtfgqv2tx4dmd5xcn,sagittariusx.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:g4bczqbrtfgqv2tx4dmd5xcn/bafkreif2ljohx4eqgatknugiqki4s3jxnnqvsu6spkcivbhvzkxo2dvxc4@jpeg,"Litigation attorney - representing tenants, workers, and consumers seeking justice in Western Massachusetts.",Dan Ordorica,2024-11-16T23:38:43.966Z,2024-11-17T06:44:02.460Z,52,
did:plc:ouviebbrs6linn22ap6wtqnt,tilmanbrueck.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ouviebbrs6linn22ap6wtqnt/bafkreicbglk3j77lbrwd7xr7iiswa6u5ikqp627a55u26bhv7ejezd3ege@jpeg,"Zero Hunger. And Peace. For All. @ IGZ, HU & ISDC.
www.linkedin.com/in/tilmanbrueck",Tilman Brück,2024-11-18T06:35:51.686Z,2024-11-18T08:29:11.786Z,395,
did:plc:3pwcrdouqer43nyxyufrkgjm,frankierox.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3pwcrdouqer43nyxyufrkgjm/bafkreicilqtk4en6orcbnc2qm7f7hgjyhkup6maxozxvjmghjhckjdqfge@jpeg,,Frankie Hill 👉🏻 ✋🏻,2024-11-11T22:13:02.540Z,2024-11-13T19:32:21.615Z,30,
did:plc:4pvbgyqhizue6vosnprxggxt,mgseattle.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4pvbgyqhizue6vosnprxggxt/bafkreifo7gfgctndfiihfvi6wxomrb7pkhjqbffeqogf4vwj7qvofqzy7a@jpeg,,MG,2024-11-15T16:49:56.167Z,2024-11-23T00:24:25.209Z,74,
did:plc:gpfr42ln6x5k7i7kheou2rde,nlesch.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:gpfr42ln6x5k7i7kheou2rde/bafkreieqb67dllfgcvj3yuqw6barm2capxj6uazrmvtcsuq6nxoxwxkubm@jpeg,"Ph.D. student | Political Science | Columbia University

M.P.P | McCourt School of Public Policy | Georgetown University",Nathan Lesch,2024-11-14T14:08:57.856Z,2024-11-22T15:35:48.815Z,56,
did:plc:vna4eobt6ejq2pmqhhk372eh,truebluedad.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:vna4eobt6ejq2pmqhhk372eh/bafkreidbdj26gdfqjwk73ztes2hrtue2l4m7ep4nw7k3yucnu7alhehhl4@jpeg,"Grandpa, I voted blue 💙 say no to Maga",Kevin Lacy,2024-11-01T21:16:01.217Z,2024-11-20T17:51:16.185Z,1237,
did:plc:ls7k475n6da7pdllaadk3x7g,jimdjr1522.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ls7k475n6da7pdllaadk3x7g/bafkreihrlbx25wwykeezjq3sh3efaruckcrkqhxzbvgbmbjsazgivg2vda@jpeg,"Resistor here. Sober 5.17.98. 
🇺🇦🇺🇲💙🌈
QUESTION  Who will rise up and be our next leader. 
#ProudBlue #DemsUnited #ResistanceUnited #Bluechew #you'renotalone #we'renotgoingback #bluewave2026
#teamjustice
#LFG
#Lunatic
#elonmusk
#deletex",Jim,2024-11-09T11:42:56.812Z,2024-11-28T19:43:24.808Z,3977,
did:plc:wrbs5ya43jo2dv2qkusezt7r,timbassman.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:wrbs5ya43jo2dv2qkusezt7r/bafkreig74vux7bdllsmmmumrrk2lbrvxsdpq3maxtbzwo5tttyw6w46274@jpeg,"Political & economic left winger, anti-racist & a straight ally. Pronouns: He/him.

Strongly pro-PR.

#ADHD

#glawsfamily #lufc",Tim Atkins #JoinAUnion,2024-11-15T16:25:45.055Z,2024-11-24T12:43:28.709Z,293,
did:plc:yeoi5qghqrq7misrgg7cpzlq,kiminbend.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yeoi5qghqrq7misrgg7cpzlq/bafkreia4nqprdzx2vsfivzyzz5awlz5c2pr4epbu24m3sn7pyc5vvmnwqa@jpeg,"I'm retired, mother, grandmother, wife and sister. I am a non-Tesla EV enthusiast and am so concerned that we are not doing enough to combat global climate change. The US should be a leader, not a denier.
I am also a resister...
Please no DM's or chats.",Kim Staack Read,2024-11-12T23:43:36.647Z,2024-11-20T04:42:41.302Z,256,
did:plc:trk5juyot54uumj4bnehh5yj,hugch.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:trk5juyot54uumj4bnehh5yj/bafkreidqi26uii6rjc77iclj5ngkyxixr3lh3rzvfsjexypsugfqjkd7ca@jpeg,A Existentialist Chinese (沪宁) Sandgroper studying at ANU.,Hugh,2024-11-22T11:16:36.715Z,2024-11-29T10:13:38.608Z,69,
did:plc:yryhmnf2jgxot5cb76j7q3xi,filicaetano.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yryhmnf2jgxot5cb76j7q3xi/bafkreifhtbmcibinphk6b36w34xll4io5xtdhqhco22dgeex2wmy2lw7ca@jpeg,"🇵🇹 Journalist
📚PhD Political Science
🍀Vegetarian",Filipe Caetano,2024-11-15T16:49:35.571Z,2024-11-23T12:49:09.408Z,46,
did:plc:5tdolfjyqwjbmpz4ubilmt6a,softxdemon.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5tdolfjyqwjbmpz4ubilmt6a/bafkreih6vb7ogsukxke3v4joldxiuqb737j2sfzrwgl3acqak3n46bes3y@jpeg,"“what radicalized you?” ummm… empathy???

Eldritch horror. Daughter of chaos. Liberal AF. Bi. Good trouble.",softxdemon,2024-11-20T19:05:00.887Z,2024-11-24T02:16:22.208Z,191,
did:plc:pgqvamjntba2mcsniyujvgp6,teagenc.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:pgqvamjntba2mcsniyujvgp6/bafkreifkmojmvkcjasfp4k7ljswdquuec5b5atws5obapppaapicbtwe6q@jpeg,"Disability rights advocate, socialist organizer - 26, they/them",Teagen,2024-11-15T00:24:37.767Z,2024-11-15T05:16:51.772Z,222,
did:plc:y3hsatckwuq2ir7ppvq5kv6f,peggs.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:y3hsatckwuq2ir7ppvq5kv6f/bafkreidxlmvylpk2flbqhmjj57txy5mehzkp7p47xq732n4of5cbozolle@jpeg,Prof. of Sociology and History: Karl Polanyi; Law and Political Economy (fan of Journal of Law and Political Economy [JLPE]); dedemocratization and fascism; historical political economy; citizenship rights; social theory.,Margaret Somers,2024-09-07T18:29:20.158Z,2024-11-24T01:23:19.608Z,351,
did:plc:3ivlbrbbnrxwciwj2sewjfth,ffievans.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3ivlbrbbnrxwciwj2sewjfth/bafkreibfhtmjsh4dems3aobsctljl4plklnyx6lkypae32bj4yv5d3unum@jpeg,"Reader in Social Work Education, Lead Innovation Scholar for Belonging in Higher Education, relational practice/ pedagogy, digital inclusion, youth work, children’s and young people’s participation. Social worker. Manchester UK",Ffi Evans SFHEA,2024-11-18T21:14:16.682Z,2024-11-26T07:32:36.808Z,629,
did:plc:zsxjf7eyvilnkbh2uv2jn56g,robertmuller.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:zsxjf7eyvilnkbh2uv2jn56g/bafkreih45xjbednrrx6bh3iv2xachoiiumdv4l2liqhox5pef45gzsgqge@jpeg,"PhD Thesis Editor; Founding Board Member TruthBombSocial: https://www.truthbombsocial.org/; Research Fellow on grey zone warfare, democratic & community resilience, disinformation. cricket, bushwalking and snooker tragic. https://drrobmuller.com/",Dr Robert Muller,2024-08-27T11:06:23.154Z,2024-11-23T08:45:56.308Z,748,
did:plc:s5af4q5y6yb6t3pos45tuabe,alexhim.bsky.social,,"Former federal public servant and academic, NGOs, writer. Most recent book Breaking Free of Neoliberalism: Canada’s Challenge",alex himelfarb,2023-09-21T15:01:20.031Z,2024-11-19T13:40:54.539Z,499,
did:plc:az4c77yg7l4empfuxksv3edo,fintechernest.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:az4c77yg7l4empfuxksv3edo/bafkreigsjfy3j6nqizvkbw23tkqnjr2oirie2j5rsjgkxgb3u6fvhdwuzy@jpeg,"Democracy, lean blue, fairness and equality, massive believer in women’s rights. Children, animals, mental/physical health, then politics.",,2024-11-14T18:03:50.555Z,2024-11-27T22:51:45.908Z,2350,
did:plc:tqys672dsxabiy5vwpixogv7,maxyong.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tqys672dsxabiy5vwpixogv7/bafkreia6crey7dp2fm5er4kfcpmrqawcjxeepzryjz4wv3xp36cc35cg6q@jpeg,"Economist in education & policy
Harvard MPP 27’ | John Monash Scholar
Aussie living in Boston 🇦🇺🇺🇸
https://sites.google.com/view/maxyong",Max Yong,2024-11-18T17:26:33.880Z,2024-11-22T21:08:43.714Z,244,
did:plc:kej4vp76twuoutbhp5itqhwe,fraefrae.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:kej4vp76twuoutbhp5itqhwe/bafkreigz6kystl5y6rq73x6is5j5pesvria7evrojijfftdtm555nyk2rm@jpeg,,,2024-11-17T23:31:48.145Z,2024-11-17T23:31:48.145Z,23,
did:plc:dib6lbmtqf7vbe5pjkt6ekf7,chrissyl.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:dib6lbmtqf7vbe5pjkt6ekf7/bafkreicqpikdxhmv2hybjolpcq4tijdrd3dzfiu3im3psszhz4atrniw4q@jpeg,"Old enough to know better! Have loved Twitter for the opportunity to engage with smart interesting people from across the world.
Interests: history, literature, knowledge, politics (where it offers hope). Need optimism.",ChrissyL,2024-11-11T21:07:25.740Z,2024-11-11T21:32:51.344Z,241,
did:plc:f2gmhhhyklf7unb5wsa6fjb7,roguereader.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:f2gmhhhyklf7unb5wsa6fjb7/bafkreiapdlfgtrlsmmbtjrazub6ptamexsv5bjwzsipbgzbxxddejys57m@jpeg,"Dogs, music, art, photography, history….
The Arsenal.
Vinyl collector/hoarder
Love & compassion.
Kindness is the first step to understanding.

Living in The Scottish Borders

Blue Bird to Blue Sky migrant",David McKenzie,2024-11-07T10:14:05.227Z,2024-11-25T20:12:17.008Z,153,
did:plc:726rx7hjhtrhitvc647irocq,count-claud.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:726rx7hjhtrhitvc647irocq/bafkreigns3j74pdicud6fnmcglz4hkwzzle6fxym3tjquryfsi6nwblgwu@jpeg,"History nerd 🤓, Blue dude in a sea of red, SJW through and through b/c if this nation is not fair for one person, it's not fair for all of us. Making my best effort to be the change I want to see in the world.",Paul,2024-11-19T15:44:35.937Z,2024-11-22T01:54:34.016Z,3728,
did:plc:u67rja76sgpbzbzymwimwisb,lwbooe.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:u67rja76sgpbzbzymwimwisb/bafkreiaeyygqlhdnqv3v4wgypaivmow7izzw4f2mhm57goxxl4k3wth3ma@jpeg,,Slay all day,2024-11-12T09:41:35.740Z,2024-11-26T06:56:29.809Z,306,
did:plc:t4t4glgjq2ufc4ybc2whlzfo,bosgor.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:t4t4glgjq2ufc4ybc2whlzfo/bafkreihowecyyehmnrubpeuufjbo2rjbtxtwzsgglw2a75xnqcyqpgfbnu@jpeg,,,2024-11-15T22:59:58.174Z,2024-11-15T23:04:34.756Z,3,
did:plc:egauisl56ynm7zdgbcindpgz,theeconrebel.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:egauisl56ynm7zdgbcindpgz/bafkreiahzowqxwd72y3p2heqjhjuf7fl3fvsyfvzcbnvms4vqkmkn42etm@jpeg,"Aspired Econ Student, Post-Keynesian, and Gothic Nerd.",Alicia 🌹,2024-10-22T04:04:18.241Z,2024-11-08T07:26:35.815Z,494,
did:plc:klpbwvtaantdzt3cbqibugwa,mariekeblom.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:klpbwvtaantdzt3cbqibugwa/bafkreife3aahzupvmz6ejspdye7trs7jo3hzbepoizyylkj4v34gxp3vom@jpeg,,,2024-11-23T07:23:33.108Z,2024-11-23T07:23:33.108Z,84,
did:plc:veqgcw3ynyseqjl5b624mn7d,joserubiomar.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:veqgcw3ynyseqjl5b624mn7d/bafkreib76mobe5kl7nigrvtklk2ih57m5jd6q7ausm4b3fz2qbuh3l4nqm@jpeg,"Literatura, Critical Pedagogy et al. | Dreams provider 📝📷🌳🐦
🇨🇴",José Rubio M.,2024-11-19T22:27:34.895Z,2024-11-24T03:53:23.609Z,436,
did:plc:es5ej7sk5m376gppx72zpmvd,anttironkainen.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:es5ej7sk5m376gppx72zpmvd/bafkreib7je6lcvrh3xq2cb5zzjrbf2h2qulm2a26udadoph76ik4dwjlgm@jpeg,"Researcher of political economy, Erik Castrén Institute, University of Helsinki, tel +358504488579, English blog: https://anttironkainen.substack.com ",Antti Ronkainen ,2023-10-08T10:30:40.125Z,2024-01-26T02:10:11.542Z,2074,
did:plc:33lcz4rbl6ytamem4kd2gad4,dgrosso.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:33lcz4rbl6ytamem4kd2gad4/bafkreibeyijajwz6v6jpgx36mph3is23nfycrfh32fclxjcodmzepfzs64@jpeg,"I help capitalists with their resource investments while practicing how to organise resources for a just and regenerative future.

Exploring progressive politics, political campaigning, degrowth, MMT, and climate action. ",Dan Grosso,2024-11-17T08:36:00.168Z,2024-11-26T05:25:39.308Z,34,
did:plc:rlurvlhvpgyih55axnkp54jc,slevey.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:rlurvlhvpgyih55axnkp54jc/bafkreidg7d4gstngufmdwh4qn3yoea7nolguglmv2ff4hkiscc3cig7xfa@jpeg,Assistant Professor of Economics at Illinois College. Modern Monetary Theory and other heterodox approaches.,Sam Levey,2023-10-09T13:37:19.769Z,2024-11-16T03:30:07.220Z,595,
did:plc:4kbx5j4e3h6pyawmqupymbyw,fdeale.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4kbx5j4e3h6pyawmqupymbyw/bafkreiatngp5gbgykfbyit3yvrjhyofo3fdvdqk6e4oqzqn5wlaodn4s5q@jpeg,"Professor of Law, Cuny Law School; former Legal Director, Center for Constitutional Rights. Organizational affiliations listed for identification purposes only.",Frank Deale,2023-11-17T23:26:42.216Z,2024-10-13T02:49:54.440Z,841,
did:plc:lmqifb2co6bec65rzemvwrzm,alexanderwulfers.com,https://cdn.bsky.app/img/avatar/plain/did:plc:lmqifb2co6bec65rzemvwrzm/bafkreidr7wr74yxhddyhiwrhnqod4b2zt7zhjppd4qmljoiuzlup4qcioq@jpeg,"Economics and business editor @ F.A.S., @faznet.bsky.social. Host @ Was kostet die Welt? Economic historian at heart.",Alexander Wulfers,2023-10-06T06:22:29.957Z,2024-11-14T21:58:57.692Z,362,
